Región,Productos seleccionados,Unidad de medida,Date,Price,product_id
Patagonia,Leche fresca entera sachet,Litro,2017-11-01,25.39,66
Patagonia,Aceite de girasol,"1,5 litros",2017-11-01,53.25,6
Cuyo,Huevos de gallina,Docena,2017-11-01,34.96,43
Patagonia,Pollo entero,kg,2017-11-01,45.03,84
Patagonia,Fideos secos tipo guisero,500 g,2017-11-01,21.58,36
Patagonia,Arroz blanco simple,kg,2017-11-01,27.01,12
Patagonia,Harina de trigo común,kg,2017-11-01,12.27,42
Patagonia,Pan francés,kg,2017-11-01,40.62,72
Cuyo,Jabón de tocador,125 g,2017-11-01,14.97,49
Cuyo,Lavandina,1.000 cc,2017-11-01,15.89,55
Cuyo,Detergente líquido,750 cc,2017-11-01,23.14,25
Cuyo,Azúcar,kg,2017-11-01,19.53,13
Patagonia,Carne picada común,kg,2017-11-01,96.79,24
Noroeste,Pan francés,kg,2017-11-01,33.55,70
Cuyo,Aceite de girasol,"1,5 litros",2017-11-01,51.37,1
Noreste,Lavandina,1.000 cc,2017-11-01,16.19,57
Pampeana,Fideos secos tipo guisero,500 g,2017-11-01,18.43,35
Pampeana,Arroz blanco simple,kg,2017-11-01,21.99,11
Pampeana,Harina de trigo común,kg,2017-11-01,11.44,41
Pampeana,Pan francés,kg,2017-11-01,33.31,71
GBA,Jabón de tocador,125 g,2017-11-01,14.92,50
GBA,Lavandina,1.000 cc,2017-11-01,16.31,56
GBA,Detergente líquido,750 cc,2017-11-01,20.77,26
GBA,Azúcar,kg,2017-11-01,20.7,14
Pampeana,Carne picada común,kg,2017-11-01,77.68,23
GBA,Papa,kg,2017-11-01,18.7,74
GBA,Leche fresca entera sachet,Litro,2017-11-01,22.63,62
GBA,Aceite de girasol,"1,5 litros",2017-11-01,55.11,2
GBA,Pollo entero,kg,2017-11-01,38.19,80
GBA,Carne picada común,kg,2017-11-01,73.83,20
GBA,Fideos secos tipo guisero,500 g,2017-11-01,20.34,32
GBA,Arroz blanco simple,kg,2017-11-01,21.74,8
GBA,Harina de trigo común,kg,2017-11-01,10.81,38
GBA,Pan francés,kg,2017-11-01,40.24,68
GBA,Huevos de gallina,Docena,2017-11-01,33.99,44
Pampeana,Pollo entero,kg,2017-11-01,40.06,83
Noreste,Jabón de tocador,125 g,2017-11-01,14.91,51
Noreste,Detergente líquido,750 cc,2017-11-01,20.05,27
Pampeana,Aceite de girasol,"1,5 litros",2017-11-01,55.87,5
Noreste,Azúcar,kg,2017-11-01,19.21,15
Noreste,Papa,kg,2017-11-01,15.94,75
Noreste,Huevos de gallina,Docena,2017-11-01,29.36,45
Noreste,Leche fresca entera sachet,Litro,2017-11-01,24.25,63
Noreste,Pollo entero,kg,2017-11-01,38.98,81
Noreste,Carne picada común,kg,2017-11-01,76.74,21
Noreste,Fideos secos tipo guisero,500 g,2017-11-01,15.25,33
Noreste,Arroz blanco simple,kg,2017-11-01,20.48,9
Noreste,Aceite de girasol,"1,5 litros",2017-11-01,58.11,3
Noreste,Pan francés,kg,2017-11-01,29.53,69
Pampeana,Jabón de tocador,125 g,2017-11-01,15.18,53
Pampeana,Lavandina,1.000 cc,2017-11-01,15.4,59
Pampeana,Detergente líquido,750 cc,2017-11-01,22.75,29
Pampeana,Azúcar,kg,2017-11-01,20.51,17
Pampeana,Papa,kg,2017-11-01,18.05,77
Pampeana,Huevos de gallina,Docena,2017-11-01,33.36,47
Noreste,Harina de trigo común,kg,2017-11-01,11.08,39
Pampeana,Leche fresca entera sachet,Litro,2017-11-01,24.18,65
Noroeste,Jabón de tocador,125 g,2017-12-01,15.7,52
Cuyo,Pan francés,kg,2017-12-01,29.34,67
Cuyo,Harina de trigo común,kg,2017-12-01,10.76,37
Cuyo,Pollo entero,kg,2017-12-01,41.8,79
Cuyo,Fideos secos tipo guisero,500 g,2017-12-01,18.98,31
Cuyo,Carne picada común,kg,2017-12-01,74.39,19
Noroeste,Lavandina,1.000 cc,2017-12-01,16.31,58
Cuyo,Arroz blanco simple,kg,2017-12-01,21.06,7
Noroeste,Detergente líquido,750 cc,2017-12-01,23.35,28
Patagonia,Jabón de tocador,125 g,2017-12-01,15.74,54
Noroeste,Huevos de gallina,Docena,2017-12-01,31.17,46
Noroeste,Leche fresca entera sachet,Litro,2017-12-01,23.33,64
Noroeste,Aceite de girasol,"1,5 litros",2017-12-01,54.54,4
Noroeste,Pollo entero,kg,2017-12-01,41.56,82
Noroeste,Carne picada común,kg,2017-12-01,85.93,22
Noroeste,Fideos secos tipo guisero,500 g,2017-12-01,14.13,34
Noroeste,Arroz blanco simple,kg,2017-12-01,20.03,10
Cuyo,Aceite de girasol,"1,5 litros",2017-12-01,52.43,1
Noroeste,Papa,kg,2017-12-01,13.54,76
Cuyo,Leche fresca entera sachet,Litro,2017-12-01,25.0,61
Patagonia,Fideos secos tipo guisero,500 g,2017-12-01,21.98,36
Cuyo,Papa,kg,2017-12-01,15.34,73
Patagonia,Lavandina,1.000 cc,2017-12-01,18.29,60
Patagonia,Detergente líquido,750 cc,2017-12-01,37.13,30
Patagonia,Azúcar,kg,2017-12-01,23.66,18
Patagonia,Papa,kg,2017-12-01,22.54,78
Patagonia,Huevos de gallina,Docena,2017-12-01,44.52,48
Patagonia,Leche fresca entera sachet,Litro,2017-12-01,25.87,66
Patagonia,Aceite de girasol,"1,5 litros",2017-12-01,53.3,6
Patagonia,Pollo entero,kg,2017-12-01,45.74,84
Patagonia,Carne picada común,kg,2017-12-01,95.81,24
Noroeste,Harina de trigo común,kg,2017-12-01,10.94,40
Patagonia,Arroz blanco simple,kg,2017-12-01,27.55,12
Patagonia,Harina de trigo común,kg,2017-12-01,12.61,42
Patagonia,Pan francés,kg,2017-12-01,40.84,72
Cuyo,Jabón de tocador,125 g,2017-12-01,15.07,49
Cuyo,Lavandina,1.000 cc,2017-12-01,16.66,55
Cuyo,Detergente líquido,750 cc,2017-12-01,23.35,25
Cuyo,Azúcar,kg,2017-12-01,20.66,13
Cuyo,Huevos de gallina,Docena,2017-12-01,34.96,43
Noroeste,Pan francés,kg,2017-12-01,33.62,70
Noroeste,Azúcar,kg,2017-12-01,17.92,16
Noreste,Lavandina,1.000 cc,2017-12-01,16.29,57
Pampeana,Fideos secos tipo guisero,500 g,2017-12-01,18.66,35
Pampeana,Arroz blanco simple,kg,2017-12-01,22.43,11
Pampeana,Harina de trigo común,kg,2017-12-01,11.62,41
Pampeana,Pan francés,kg,2017-12-01,33.55,71
GBA,Jabón de tocador,125 g,2017-12-01,14.99,50
GBA,Lavandina,1.000 cc,2017-12-01,16.6,56
GBA,Azúcar,kg,2017-12-01,21.59,14
GBA,Papa,kg,2017-12-01,18.65,74
Pampeana,Carne picada común,kg,2017-12-01,77.68,23
GBA,Huevos de gallina,Docena,2017-12-01,33.94,44
GBA,Aceite de girasol,"1,5 litros",2017-12-01,55.52,2
GBA,Pollo entero,kg,2017-12-01,39.63,80
GBA,Carne picada común,kg,2017-12-01,72.92,20
GBA,Fideos secos tipo guisero,500 g,2017-12-01,20.54,32
GBA,Arroz blanco simple,kg,2017-12-01,22.1,8
GBA,Harina de trigo común,kg,2017-12-01,11.03,38
Noreste,Jabón de tocador,125 g,2017-12-01,14.85,51
GBA,Pan francés,kg,2017-12-01,40.55,68
GBA,Leche fresca entera sachet,Litro,2017-12-01,22.8,62
Pampeana,Pollo entero,kg,2017-12-01,41.35,83
GBA,Detergente líquido,750 cc,2017-12-01,20.96,26
Pampeana,Leche fresca entera sachet,Litro,2017-12-01,24.25,65
Noreste,Detergente líquido,750 cc,2017-12-01,19.55,27
Pampeana,Aceite de girasol,"1,5 litros",2017-12-01,56.58,5
Noreste,Papa,kg,2017-12-01,15.88,75
Noreste,Huevos de gallina,Docena,2017-12-01,29.43,45
Noreste,Leche fresca entera sachet,Litro,2017-12-01,24.61,63
Noreste,Aceite de girasol,"1,5 litros",2017-12-01,58.89,3
Noreste,Pollo entero,kg,2017-12-01,39.33,81
Noreste,Carne picada común,kg,2017-12-01,77.08,21
Noreste,Fideos secos tipo guisero,500 g,2017-12-01,15.44,33
Noreste,Azúcar,kg,2017-12-01,19.52,15
Pampeana,Papa,kg,2017-12-01,17.68,77
Noreste,Harina de trigo común,kg,2017-12-01,11.08,39
Noreste,Pan francés,kg,2017-12-01,29.7,69
Pampeana,Jabón de tocador,125 g,2017-12-01,15.28,53
Pampeana,Lavandina,1.000 cc,2017-12-01,15.63,59
Pampeana,Detergente líquido,750 cc,2017-12-01,22.91,29
Pampeana,Azúcar,kg,2017-12-01,21.48,17
Pampeana,Huevos de gallina,Docena,2017-12-01,33.75,47
Noreste,Arroz blanco simple,kg,2017-12-01,20.72,9
Noroeste,Jabón de tocador,125 g,2018-01-01,15.72,52
Cuyo,Pan francés,kg,2018-01-01,29.4,67
Cuyo,Harina de trigo común,kg,2018-01-01,10.8,37
Noroeste,Arroz blanco simple,kg,2018-01-01,20.33,10
Cuyo,Fideos secos tipo guisero,500 g,2018-01-01,19.28,31
Cuyo,Carne picada común,kg,2018-01-01,75.15,19
Cuyo,Pollo entero,kg,2018-01-01,43.66,79
Cuyo,Arroz blanco simple,kg,2018-01-01,21.48,7
Noroeste,Lavandina,1.000 cc,2018-01-01,16.81,58
Noroeste,Huevos de gallina,Docena,2018-01-01,31.46,46
Noroeste,Azúcar,kg,2018-01-01,18.27,16
Noroeste,Papa,kg,2018-01-01,13.26,76
Noroeste,Leche fresca entera sachet,Litro,2018-01-01,23.62,64
Noroeste,Aceite de girasol,"1,5 litros",2018-01-01,55.1,4
Noroeste,Pollo entero,kg,2018-01-01,43.22,82
Noroeste,Carne picada común,kg,2018-01-01,86.31,22
Noroeste,Fideos secos tipo guisero,500 g,2018-01-01,14.37,34
Cuyo,Aceite de girasol,"1,5 litros",2018-01-01,52.7,1
Noroeste,Detergente líquido,750 cc,2018-01-01,23.63,28
Cuyo,Leche fresca entera sachet,Litro,2018-01-01,25.04,61
Patagonia,Jabón de tocador,125 g,2018-01-01,15.89,54
Cuyo,Papa,kg,2018-01-01,12.92,73
Noroeste,Harina de trigo común,kg,2018-01-01,11.0,40
Patagonia,Lavandina,1.000 cc,2018-01-01,18.23,60
Patagonia,Detergente líquido,750 cc,2018-01-01,36.25,30
Patagonia,Azúcar,kg,2018-01-01,24.61,18
Patagonia,Papa,kg,2018-01-01,21.91,78
Patagonia,Huevos de gallina,Docena,2018-01-01,45.02,48
Patagonia,Leche fresca entera sachet,Litro,2018-01-01,25.79,66
Patagonia,Aceite de girasol,"1,5 litros",2018-01-01,53.37,6
Cuyo,Huevos de gallina,Docena,2018-01-01,35.47,43
Patagonia,Pollo entero,kg,2018-01-01,46.42,84
Patagonia,Fideos secos tipo guisero,500 g,2018-01-01,22.81,36
Patagonia,Arroz blanco simple,kg,2018-01-01,27.88,12
Patagonia,Harina de trigo común,kg,2018-01-01,13.52,42
Patagonia,Pan francés,kg,2018-01-01,41.85,72
Cuyo,Jabón de tocador,125 g,2018-01-01,15.2,49
Cuyo,Lavandina,1.000 cc,2018-01-01,17.06,55
Cuyo,Detergente líquido,750 cc,2018-01-01,23.34,25
Cuyo,Azúcar,kg,2018-01-01,21.05,13
Patagonia,Carne picada común,kg,2018-01-01,98.77,24
Noroeste,Pan francés,kg,2018-01-01,34.13,70
GBA,Azúcar,kg,2018-01-01,22.58,14
Noreste,Lavandina,1.000 cc,2018-01-01,16.6,57
Pampeana,Fideos secos tipo guisero,500 g,2018-01-01,19.32,35
Pampeana,Arroz blanco simple,kg,2018-01-01,22.8,11
Pampeana,Harina de trigo común,kg,2018-01-01,11.72,41
Pampeana,Pan francés,kg,2018-01-01,34.1,71
GBA,Jabón de tocador,125 g,2018-01-01,15.07,50
GBA,Lavandina,1.000 cc,2018-01-01,17.22,56
GBA,Detergente líquido,750 cc,2018-01-01,21.24,26
GBA,Huevos de gallina,Docena,2018-01-01,34.19,44
GBA,Leche fresca entera sachet,Litro,2018-01-01,22.98,62
GBA,Aceite de girasol,"1,5 litros",2018-01-01,55.86,2
GBA,Pollo entero,kg,2018-01-01,41.78,80
GBA,Carne picada común,kg,2018-01-01,72.19,20
GBA,Fideos secos tipo guisero,500 g,2018-01-01,21.23,32
GBA,Arroz blanco simple,kg,2018-01-01,22.81,8
GBA,Harina de trigo común,kg,2018-01-01,11.2,38
GBA,Pan francés,kg,2018-01-01,41.29,68
Noreste,Jabón de tocador,125 g,2018-01-01,14.9,51
Pampeana,Carne picada común,kg,2018-01-01,77.34,23
Pampeana,Pollo entero,kg,2018-01-01,43.73,83
GBA,Papa,kg,2018-01-01,17.64,74
Pampeana,Leche fresca entera sachet,Litro,2018-01-01,24.52,65
Noreste,Detergente líquido,750 cc,2018-01-01,20.53,27
Pampeana,Aceite de girasol,"1,5 litros",2018-01-01,57.11,5
Noreste,Azúcar,kg,2018-01-01,19.84,15
Noreste,Papa,kg,2018-01-01,15.84,75
Noreste,Huevos de gallina,Docena,2018-01-01,30.01,45
Noreste,Leche fresca entera sachet,Litro,2018-01-01,24.43,63
Noreste,Pollo entero,kg,2018-01-01,41.16,81
Noreste,Carne picada común,kg,2018-01-01,78.31,21
Noreste,Fideos secos tipo guisero,500 g,2018-01-01,15.39,33
Noreste,Aceite de girasol,"1,5 litros",2018-01-01,58.53,3
Pampeana,Papa,kg,2018-01-01,16.67,77
Noreste,Harina de trigo común,kg,2018-01-01,11.1,39
Noreste,Pan francés,kg,2018-01-01,30.2,69
Pampeana,Jabón de tocador,125 g,2018-01-01,15.26,53
Pampeana,Lavandina,1.000 cc,2018-01-01,16.0,59
Pampeana,Detergente líquido,750 cc,2018-01-01,23.26,29
Pampeana,Azúcar,kg,2018-01-01,21.86,17
Noreste,Arroz blanco simple,kg,2018-01-01,21.06,9
Pampeana,Huevos de gallina,Docena,2018-01-01,33.93,47
Noroeste,Lavandina,1.000 cc,2018-02-01,16.86,58
Noroeste,Jabón de tocador,125 g,2018-02-01,15.45,52
Cuyo,Pan francés,kg,2018-02-01,29.94,67
Cuyo,Carne picada común,kg,2018-02-01,77.98,19
Cuyo,Arroz blanco simple,kg,2018-02-01,22.03,7
Cuyo,Fideos secos tipo guisero,500 g,2018-02-01,20.07,31
Noroeste,Detergente líquido,750 cc,2018-02-01,23.35,28
Cuyo,Harina de trigo común,kg,2018-02-01,11.29,37
Noroeste,Azúcar,kg,2018-02-01,18.91,16
Noroeste,Harina de trigo común,kg,2018-02-01,11.29,40
Noroeste,Huevos de gallina,Docena,2018-02-01,33.87,46
Noroeste,Leche fresca entera sachet,Litro,2018-02-01,23.88,64
Noroeste,Aceite de girasol,"1,5 litros",2018-02-01,55.66,4
Noroeste,Pollo entero,kg,2018-02-01,46.54,82
Noroeste,Carne picada común,kg,2018-02-01,87.31,22
Noroeste,Fideos secos tipo guisero,500 g,2018-02-01,14.58,34
Noroeste,Arroz blanco simple,kg,2018-02-01,20.44,10
Cuyo,Pollo entero,kg,2018-02-01,46.71,79
Noroeste,Papa,kg,2018-02-01,12.54,76
Cuyo,Aceite de girasol,"1,5 litros",2018-02-01,52.79,1
Patagonia,Lavandina,1.000 cc,2018-02-01,18.99,60
Cuyo,Huevos de gallina,Docena,2018-02-01,39.28,43
Noroeste,Pan francés,kg,2018-02-01,35.19,70
Patagonia,Detergente líquido,750 cc,2018-02-01,36.94,30
Patagonia,Azúcar,kg,2018-02-01,25.22,18
Patagonia,Papa,kg,2018-02-01,22.34,78
Patagonia,Huevos de gallina,Docena,2018-02-01,45.73,48
Patagonia,Leche fresca entera sachet,Litro,2018-02-01,25.89,66
Patagonia,Aceite de girasol,"1,5 litros",2018-02-01,53.93,6
Patagonia,Pollo entero,kg,2018-02-01,49.05,84
Cuyo,Leche fresca entera sachet,Litro,2018-02-01,25.36,61
Patagonia,Carne picada común,kg,2018-02-01,98.02,24
Patagonia,Arroz blanco simple,kg,2018-02-01,28.81,12
Patagonia,Harina de trigo común,kg,2018-02-01,13.68,42
Patagonia,Pan francés,kg,2018-02-01,42.98,72
Cuyo,Jabón de tocador,125 g,2018-02-01,15.2,49
Cuyo,Lavandina,1.000 cc,2018-02-01,17.71,55
Cuyo,Detergente líquido,750 cc,2018-02-01,23.28,25
Cuyo,Azúcar,kg,2018-02-01,21.63,13
Cuyo,Papa,kg,2018-02-01,13.55,73
Patagonia,Fideos secos tipo guisero,500 g,2018-02-01,23.33,36
Patagonia,Jabón de tocador,125 g,2018-02-01,16.19,54
Noreste,Jabón de tocador,125 g,2018-02-01,14.91,51
Noreste,Detergente líquido,750 cc,2018-02-01,20.78,27
Pampeana,Arroz blanco simple,kg,2018-02-01,23.21,11
Pampeana,Harina de trigo común,kg,2018-02-01,12.01,41
Pampeana,Pan francés,kg,2018-02-01,35.05,71
GBA,Jabón de tocador,125 g,2018-02-01,15.32,50
GBA,Lavandina,1.000 cc,2018-02-01,17.65,56
GBA,Detergente líquido,750 cc,2018-02-01,21.16,26
GBA,Azúcar,kg,2018-02-01,23.57,14
GBA,Papa,kg,2018-02-01,16.64,74
GBA,Huevos de gallina,Docena,2018-02-01,36.99,44
GBA,Leche fresca entera sachet,Litro,2018-02-01,23.08,62
GBA,Aceite de girasol,"1,5 litros",2018-02-01,56.01,2
GBA,Pollo entero,kg,2018-02-01,45.32,80
GBA,Carne picada común,kg,2018-02-01,75.63,20
GBA,Fideos secos tipo guisero,500 g,2018-02-01,21.56,32
GBA,Arroz blanco simple,kg,2018-02-01,23.22,8
GBA,Harina de trigo común,kg,2018-02-01,11.64,38
GBA,Pan francés,kg,2018-02-01,42.62,68
Pampeana,Fideos secos tipo guisero,500 g,2018-02-01,19.52,35
Pampeana,Carne picada común,kg,2018-02-01,79.29,23
Noreste,Lavandina,1.000 cc,2018-02-01,16.81,57
Pampeana,Aceite de girasol,"1,5 litros",2018-02-01,57.15,5
Pampeana,Pollo entero,kg,2018-02-01,47.21,83
Noreste,Azúcar,kg,2018-02-01,20.58,15
Noreste,Papa,kg,2018-02-01,15.56,75
Noreste,Huevos de gallina,Docena,2018-02-01,31.01,45
Noreste,Leche fresca entera sachet,Litro,2018-02-01,24.57,63
Noreste,Aceite de girasol,"1,5 litros",2018-02-01,58.98,3
Noreste,Carne picada común,kg,2018-02-01,78.49,21
Noreste,Fideos secos tipo guisero,500 g,2018-02-01,15.96,33
Noreste,Arroz blanco simple,kg,2018-02-01,21.13,9
Noreste,Pollo entero,kg,2018-02-01,43.41,81
Noreste,Pan francés,kg,2018-02-01,31.29,69
Pampeana,Jabón de tocador,125 g,2018-02-01,15.35,53
Pampeana,Leche fresca entera sachet,Litro,2018-02-01,24.61,65
Pampeana,Lavandina,1.000 cc,2018-02-01,16.58,59
Pampeana,Detergente líquido,750 cc,2018-02-01,23.12,29
Pampeana,Azúcar,kg,2018-02-01,22.72,17
Pampeana,Papa,kg,2018-02-01,15.92,77
Pampeana,Huevos de gallina,Docena,2018-02-01,36.04,47
Noreste,Harina de trigo común,kg,2018-02-01,11.5,39
Cuyo,Pan francés,kg,2018-03-01,31.82,67
Cuyo,Harina de trigo común,kg,2018-03-01,11.97,37
Cuyo,Pollo entero,kg,2018-03-01,48.83,79
Cuyo,Fideos secos tipo guisero,500 g,2018-03-01,20.53,31
Cuyo,Carne picada común,kg,2018-03-01,80.76,19
Noroeste,Jabón de tocador,125 g,2018-03-01,15.86,52
Cuyo,Arroz blanco simple,kg,2018-03-01,23.34,7
Noroeste,Lavandina,1.000 cc,2018-03-01,16.84,58
Noroeste,Fideos secos tipo guisero,500 g,2018-03-01,15.21,34
Noroeste,Azúcar,kg,2018-03-01,19.58,16
Noroeste,Papa,kg,2018-03-01,12.18,76
Noroeste,Huevos de gallina,Docena,2018-03-01,41.52,46
Noroeste,Leche fresca entera sachet,Litro,2018-03-01,23.88,64
Noroeste,Aceite de girasol,"1,5 litros",2018-03-01,56.64,4
Noroeste,Pollo entero,kg,2018-03-01,50.19,82
Noroeste,Carne picada común,kg,2018-03-01,88.96,22
Cuyo,Aceite de girasol,"1,5 litros",2018-03-01,55.55,1
Noroeste,Detergente líquido,750 cc,2018-03-01,23.34,28
Cuyo,Leche fresca entera sachet,Litro,2018-03-01,25.49,61
Patagonia,Fideos secos tipo guisero,500 g,2018-03-01,23.23,36
Cuyo,Papa,kg,2018-03-01,13.58,73
Noroeste,Arroz blanco simple,kg,2018-03-01,21.14,10
Patagonia,Jabón de tocador,125 g,2018-03-01,16.51,54
Patagonia,Lavandina,1.000 cc,2018-03-01,19.41,60
Patagonia,Detergente líquido,750 cc,2018-03-01,37.33,30
Patagonia,Azúcar,kg,2018-03-01,25.79,18
Patagonia,Papa,kg,2018-03-01,21.71,78
Patagonia,Huevos de gallina,Docena,2018-03-01,50.24,48
Patagonia,Leche fresca entera sachet,Litro,2018-03-01,26.09,66
Cuyo,Huevos de gallina,Docena,2018-03-01,46.12,43
Patagonia,Aceite de girasol,"1,5 litros",2018-03-01,55.15,6
Patagonia,Carne picada común,kg,2018-03-01,101.22,24
Patagonia,Arroz blanco simple,kg,2018-03-01,28.88,12
Patagonia,Harina de trigo común,kg,2018-03-01,13.7,42
Patagonia,Pan francés,kg,2018-03-01,44.92,72
Cuyo,Jabón de tocador,125 g,2018-03-01,15.64,49
Cuyo,Lavandina,1.000 cc,2018-03-01,17.81,55
Cuyo,Detergente líquido,750 cc,2018-03-01,24.35,25
Cuyo,Azúcar,kg,2018-03-01,22.49,13
Patagonia,Pollo entero,kg,2018-03-01,52.38,84
Noroeste,Harina de trigo común,kg,2018-03-01,11.5,40
Noroeste,Pan francés,kg,2018-03-01,36.33,70
GBA,Pan francés,kg,2018-03-01,44.38,68
Pampeana,Carne picada común,kg,2018-03-01,81.57,23
Pampeana,Fideos secos tipo guisero,500 g,2018-03-01,19.64,35
Pampeana,Arroz blanco simple,kg,2018-03-01,23.9,11
Pampeana,Harina de trigo común,kg,2018-03-01,12.38,41
Pampeana,Pan francés,kg,2018-03-01,36.48,71
GBA,Jabón de tocador,125 g,2018-03-01,15.81,50
GBA,Lavandina,1.000 cc,2018-03-01,18.05,56
GBA,Azúcar,kg,2018-03-01,24.28,14
Pampeana,Pollo entero,kg,2018-03-01,50.0,83
GBA,Papa,kg,2018-03-01,15.67,74
GBA,Leche fresca entera sachet,Litro,2018-03-01,23.26,62
GBA,Aceite de girasol,"1,5 litros",2018-03-01,57.25,2
GBA,Pollo entero,kg,2018-03-01,47.36,80
GBA,Carne picada común,kg,2018-03-01,77.08,20
GBA,Fideos secos tipo guisero,500 g,2018-03-01,22.35,32
GBA,Arroz blanco simple,kg,2018-03-01,23.84,8
GBA,Harina de trigo común,kg,2018-03-01,11.94,38
Noreste,Jabón de tocador,125 g,2018-03-01,15.08,51
GBA,Huevos de gallina,Docena,2018-03-01,43.8,44
Pampeana,Aceite de girasol,"1,5 litros",2018-03-01,59.11,5
GBA,Detergente líquido,750 cc,2018-03-01,22.16,26
Pampeana,Huevos de gallina,Docena,2018-03-01,41.91,47
Pampeana,Leche fresca entera sachet,Litro,2018-03-01,25.0,65
Noreste,Detergente líquido,750 cc,2018-03-01,21.39,27
Noreste,Azúcar,kg,2018-03-01,21.34,15
Noreste,Papa,kg,2018-03-01,15.29,75
Noreste,Huevos de gallina,Docena,2018-03-01,37.49,45
Noreste,Leche fresca entera sachet,Litro,2018-03-01,24.68,63
Noreste,Aceite de girasol,"1,5 litros",2018-03-01,59.3,3
Noreste,Pollo entero,kg,2018-03-01,46.89,81
Noreste,Carne picada común,kg,2018-03-01,79.99,21
Noreste,Lavandina,1.000 cc,2018-03-01,17.32,57
Noreste,Arroz blanco simple,kg,2018-03-01,21.47,9
Noreste,Fideos secos tipo guisero,500 g,2018-03-01,16.05,33
Pampeana,Azúcar,kg,2018-03-01,23.25,17
Pampeana,Detergente líquido,750 cc,2018-03-01,23.7,29
Pampeana,Lavandina,1.000 cc,2018-03-01,17.12,59
Pampeana,Papa,kg,2018-03-01,14.9,77
Noreste,Pan francés,kg,2018-03-01,32.86,69
Noreste,Harina de trigo común,kg,2018-03-01,11.76,39
Pampeana,Jabón de tocador,125 g,2018-03-01,15.78,53
Noroeste,Lavandina,1.000 cc,2018-04-01,17.97,58
Cuyo,Carne picada común,kg,2018-04-01,82.26,19
Cuyo,Fideos secos tipo guisero,500 g,2018-04-01,20.95,31
Cuyo,Arroz blanco simple,kg,2018-04-01,23.67,7
Cuyo,Harina de trigo común,kg,2018-04-01,12.88,37
Cuyo,Pan francés,kg,2018-04-01,34.7,67
Cuyo,Pollo entero,kg,2018-04-01,47.06,79
Noroeste,Jabón de tocador,125 g,2018-04-01,16.16,52
Noroeste,Detergente líquido,750 cc,2018-04-01,23.99,28
Noroeste,Leche fresca entera sachet,Litro,2018-04-01,24.62,64
Noroeste,Papa,kg,2018-04-01,11.54,76
Noroeste,Huevos de gallina,Docena,2018-04-01,45.19,46
Noroeste,Aceite de girasol,"1,5 litros",2018-04-01,58.31,4
Noroeste,Pollo entero,kg,2018-04-01,47.26,82
Noroeste,Carne picada común,kg,2018-04-01,90.64,22
Noroeste,Fideos secos tipo guisero,500 g,2018-04-01,15.84,34
Noroeste,Arroz blanco simple,kg,2018-04-01,21.57,10
Cuyo,Aceite de girasol,"1,5 litros",2018-04-01,58.67,1
Noroeste,Azúcar,kg,2018-04-01,20.1,16
Cuyo,Leche fresca entera sachet,Litro,2018-04-01,26.1,61
Noroeste,Harina de trigo común,kg,2018-04-01,12.48,40
Cuyo,Papa,kg,2018-04-01,12.63,73
Patagonia,Jabón de tocador,125 g,2018-04-01,16.79,54
Patagonia,Lavandina,1.000 cc,2018-04-01,20.04,60
Patagonia,Detergente líquido,750 cc,2018-04-01,37.69,30
Patagonia,Azúcar,kg,2018-04-01,26.31,18
Patagonia,Papa,kg,2018-04-01,21.38,78
Patagonia,Huevos de gallina,Docena,2018-04-01,56.18,48
Patagonia,Leche fresca entera sachet,Litro,2018-04-01,26.82,66
Patagonia,Aceite de girasol,"1,5 litros",2018-04-01,57.1,6
Cuyo,Huevos de gallina,Docena,2018-04-01,54.0,43
Patagonia,Pollo entero,kg,2018-04-01,53.61,84
Patagonia,Fideos secos tipo guisero,500 g,2018-04-01,23.43,36
Patagonia,Arroz blanco simple,kg,2018-04-01,30.21,12
Patagonia,Harina de trigo común,kg,2018-04-01,14.49,42
Patagonia,Pan francés,kg,2018-04-01,46.61,72
Cuyo,Jabón de tocador,125 g,2018-04-01,15.74,49
Cuyo,Lavandina,1.000 cc,2018-04-01,18.36,55
Cuyo,Detergente líquido,750 cc,2018-04-01,24.56,25
Cuyo,Azúcar,kg,2018-04-01,23.09,13
Patagonia,Carne picada común,kg,2018-04-01,103.94,24
Noroeste,Pan francés,kg,2018-04-01,37.44,70
GBA,Pan francés,kg,2018-04-01,45.83,68
Noreste,Lavandina,1.000 cc,2018-04-01,18.06,57
Pampeana,Fideos secos tipo guisero,500 g,2018-04-01,20.24,35
Pampeana,Arroz blanco simple,kg,2018-04-01,24.37,11
Pampeana,Harina de trigo común,kg,2018-04-01,13.56,41
Pampeana,Pan francés,kg,2018-04-01,37.81,71
GBA,Jabón de tocador,125 g,2018-04-01,15.96,50
GBA,Lavandina,1.000 cc,2018-04-01,19.11,56
GBA,Detergente líquido,750 cc,2018-04-01,22.46,26
GBA,Papa,kg,2018-04-01,15.31,74
GBA,Huevos de gallina,Docena,2018-04-01,48.0,44
GBA,Leche fresca entera sachet,Litro,2018-04-01,23.84,62
GBA,Aceite de girasol,"1,5 litros",2018-04-01,59.53,2
GBA,Pollo entero,kg,2018-04-01,44.75,80
GBA,Carne picada común,kg,2018-04-01,80.3,20
GBA,Fideos secos tipo guisero,500 g,2018-04-01,22.86,32
GBA,Arroz blanco simple,kg,2018-04-01,24.37,8
GBA,Harina de trigo común,kg,2018-04-01,12.72,38
