Región,Productos seleccionados,Unidad de medida,Año 2017,,,,,,,,Año 2018,,,,,,,,,,,,,Año 2019,,,,,,,,,,,,,Año 2020,,,,,,,,,,,,,Año 2021,,,,,,,,,,,,,Año 2022,,,,,,,,,,,,,Año 2023,,,,,,,,,,,,,Año 2024,,,,,,,,,,,,,Año 2025,
,,,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero ,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,,Enero,Febrero
,,,Pesos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuyo,Fideos secos tipo guisero,500 g,17.36,17.92,18.54,18.81,18.85,18.42,18.98,,19.28,20.07,20.53,20.95,23.03,24.72,25.7,25.97,31.59,34.43,35.45,35.73,,38.58,38.28,39.68,41.34,43.4,43.96,45.42,45.59,47.03,50,50.63,50.9,,53.28,54.49,55.03,56.86,54.04,56.17,56.09,57.34,57.45,58.91,60.78,59.6,,61.06,62.1,63.3,64.7285818128236,65.41031865,66.9928754398349,69.4053959704762,71.69939258,72.57,75.05,74.52,78,,78.79,83.22,89.37,100.05,105.57,113.61,124.34,136.25,150.57,159.83,169.51,182.91,,193.68,203.5,222.17,239,257.25,277.84,307.8,347.68,396.97,447.22,595.88,838.52,,1029.71,1137.07,1226.33,1216.36,1248.75,1215.7,1243.19,1259.43,1285.59,1310.16,1312.29,1306.01,,1302.34,1327.24
Cuyo,Carne picada común,kg,72.9,73.7,73.72,74.82,73.88,73.72,74.39,,75.15,77.98,80.76,82.26,81.99,89.04,91.89,95.05,102.37,107.5,108,107.69,,113.36,133.51,145.66,147.41,148.25,149.01,151,156.84,164.53,168.17,185.1,190.37,,195.46,201.11,208.61,225.04,222.3,223.57,226.75,232.45,235.02,239.23,258.75,321.53,,346.85,351.7,373.99,396.746458047518,415.2608785,443.404651615915,441.47072434647,434.2004247,427.17,425.62,460.87,526.94,,529.58,562.88,618.49,650.11,686.44,698.62,709.85,717.4,721.51,733.24,730.75,737.03,,757.02,987.58,1108.34,1120.37,1141.3,1151.6,1179.42,1614.3,1993.06,2043.97,2315.02,3294.41,,3480.16,3716.65,4054.62,4335.33,4422.19,4565.31,4616.85,4714.82,4781.09,4748.25,4749.46,5299.7,,5265.14,5934.96
Cuyo,Pollo entero,kg,34.22,36.16,36.91,39.39,40,39.76,41.8,,43.66,46.71,48.83,47.06,45.62,47.8,49.36,54.2,62.82,65.55,66.01,67.86,,68.93,71.57,91.65,95.84,90.02,87.33,86,88.01,95.9,101.46,105.61,107.87,,112.19,111.45,118.59,121.51,114.43,116.52,113.16,120.24,124.76,131.63,138.14,160.58,,177.49,183.71,184.38,189.104437163972,192.4059734,200.568536699973,209.998206922769,208.9354352,218.33,225.53,231.86,247.26,,254.23,263.51,299.13,324.47,343.69,358.29,385.97,403.17,426.33,449.46,465.72,471.77,,487.36,509.96,621.59,785.87,745.39,745.08,749.02,853.29,1055.73,1185,1390.96,1774.71,,2107.86,2341.62,2629.96,2729.36,2761.88,2692.13,2800.82,3051.76,3173.91,3178.54,3252.43,3337.07,,3365.74,3353.37
Cuyo,Aceite de girasol,"1,5 litros",48.26,49.07,49.39,51.16,51.56,51.37,52.43,,52.7,52.79,55.55,58.67,62.5,67.5,74.56,78.57,90.97,93.78,95.99,95.88,,97.92,96.55,97.3,101.41,103.11,106.46,111.3,116.32,122.6,124.21,126.58,130.74,,141.75,147.72,148.25,151.07,152.31,151.08,155.74,163.94,164.46,184.86,200.37,206.82,,218.17,242.31,252.35,267.958482159048,286.3609381,306.215025217125,321.661080449294,325.9670675,326.75,317.52,316.06,318.5,,332.87,326.46,361.77,411.8,459.64,512.17,547.55,624.18,721.35,750.58,779.57,806.89,,860.67,899.65,904.08,935.37,993.22,1016.96,1041.45,1100.35,1209.91,1272.28,1386.88,2031.56,,2711.29,2857.68,2978.47,2950.47,2873.99,2923.42,2961.34,3058.81,3129.44,3198.36,3362.28,3557.13,,3849.73,3958.14
Cuyo,Leche fresca entera sachet,Litro,23.22,23.95,24.04,23.85,24.06,24.8,25,,25.04,25.36,25.49,26.1,25.58,26.71,27.23,28.39,30.73,33.89,34.4,36.93,,40.16,40.86,44.03,47.31,49.09,49.69,51.37,53.12,53.68,55.6,57.29,58.3,,61.45,61.66,63.23,63.58,63.92,63.31,63.95,65.08,65.22,66.2,66.89,67.58,,69.11,73.87,81.31,88.6005040390537,92.55343385,96.8601730509676,99.3148890590863,102.6749906,104.78,109.46,109.82,114.06,,117.05,124.78,132.39,141.68,150.7,158.84,167.52,182.8,195.19,219.7,238.46,247.12,,259.75,275.09,298.74,320.08,351.32,369.73,386.02,411.59,437.3,462.12,521.62,664.94,,890.47,1092.26,1276.44,1375.4,1415.11,1451.11,1426.78,1474.44,1474.51,1466.52,1511.72,1558.07,,1588.42,1592.6
Cuyo,Huevos de gallina,Docena,35.84,36.04,35.29,35.95,35.41,34.96,34.96,,35.47,39.28,46.12,54,56.48,57.5,58.41,60.27,62.31,65.46,66.04,66.22,,65.65,68.69,76.85,80.47,83.12,82.44,82.29,81.66,82.45,82.6,83.74,85.6,,89.67,94.38,97.03,110.61,115.59,120.93,127.09,130.26,131.4,132.12,130.12,130.8,,131.88,132.59,134.43,135.110387491923,136.4310739,142.132175031276,146.571594481866,147.9630113,149.18,150.68,151.26,153.56,,157.78,198.96,257.04,267.48,267.95,271.58,309.46,361.99,367.57,379.3,387.73,405.63,,418.83,482.95,634.51,781.85,851.93,884.1,936.41,1028.31,1164.85,1242.71,1367.76,1632.85,,1884.32,1946.5,2305.27,2473.61,2531.48,2543.48,2647.61,2762.59,2824.15,2904.44,2899.82,2921.13,,2921.64,3006.62
Cuyo,Papa,kg,13.01,12.83,12.98,13.28,14.12,17.28,15.34,,12.92,13.55,13.58,12.63,12.68,13.24,13.18,13.08,14.05,20,25.16,18,,16.55,16.78,19.74,19.1,18.83,19.66,20.47,22.73,24.95,25.16,25.1,22.76,,24.24,33.55,35.98,37.06,34.79,34.9,36.56,36.12,35.4,48.65,59.77,57.05,,57.24,57.33,55.16,53.9576239148394,48.85648714,49.5604392307165,46.3931628486899,46.00787351,46.48,49.03,54.91,47.79,,48.88,65.53,69.85,69.48,71.73,90.85,95.02,123.3,144.1,224.27,214.74,192.87,,262.1,279.17,251.67,250.66,271.13,330.17,423.31,560.16,594.93,551.11,565.51,627.08,,696.52,716.24,710.85,708.39,687.93,777.34,919.57,1425.73,1450.33,1385.95,1165.31,930.93,,689.99,718.8
Cuyo,Azúcar,kg,17.86,18.13,18.29,18.69,19.01,19.53,20.66,,21.05,21.63,22.49,23.09,23.48,24.1,24.33,24.66,25.92,26.66,26.49,27.61,,28.46,28.96,31.22,33.68,35.92,37.23,38.23,39.29,39.66,40.15,41.02,43.16,,50.43,57.36,61.05,61.94,61.26,62.49,63.21,63.79,63.59,63.81,64.57,65.13,,65.97,67.55,68.68,70.5205712561449,71.2490248,71.3471679774959,72.6792577514977,75.99028307,79.07,82.75,84.55,86.3,,88.48,95.75,109.52,121.72,129.16,137.54,169.87,210.55,239.05,250.7,257.56,261.02,,267.35,280.25,320.27,366.16,475.16,585.41,664.1,748.13,903.33,986.44,1077.28,1219.02,,1302.51,1265.43,1217.77,1166.37,1077.2,1088.14,1068.84,1033.54,1071.24,1060.17,1075.84,1086.76,,1108.32,1097.85
Cuyo,Detergente líquido,750 cc,21.91,22.11,22.15,21.4,22.21,23.14,23.35,,23.34,23.28,24.35,24.56,25.98,26.33,27.37,30.15,30.96,34.66,37.94,39.48,,41.15,44.16,44.97,46.84,49.75,51.4,51.85,54.38,59.16,61.2,63.84,65.69,,66.12,67.07,66.53,68.22,68.05,69.03,69.31,70.75,70.45,72.66,73.28,74.64,,78.43,87.79,89.58,92.411477043565,94.23147366,97.576702607357,100.11197057612,99.50207549,101.53,105.69,107.68,111.19,,118.95,129.97,137.56,150.14,156.11,162.09,174.28,186.93,206.03,213.38,223.04,232.95,,247.24,252.5,269.55,267.08,287.73,322.1,356.03,370.15,411.19,527.11,563.79,679.15,,1124.83,1303.34,1476.97,1447.55,1461.01,1472.55,1505.12,1529.52,1581.01,1602.83,1587.5,1594.14,,1615.48,1642.77
Cuyo,Lavandina,1.000 cc,14.23,14.61,14.59,15.11,15.41,15.89,16.66,,17.06,17.71,17.81,18.36,18.7,19.41,20.67,20.55,22.78,24.89,25.21,28.79,,30.53,32.56,33.74,34.14,35.05,34.67,35.86,37.32,41.53,42.05,43.78,45.84,,46.44,45.73,47.78,51.08,50.2,48.33,49.61,50,49.48,50.78,50.64,50.84,,53.23,53.55,53.58,54.0273595308059,55.69183659,56.1910909587408,59.2951619173656,64.15311108,65.29,69.7,70.23,70.75,,72.99,77.66,81.03,91.8,96.15,104.06,110.14,117.05,129.71,143.37,151.05,159.08,,165.38,175.87,185.21,196.89,213.38,226.17,235.95,249.7,284.04,319.82,353.86,487.69,,752.11,843.81,917.28,978.17,1006.72,1018.34,1094.83,1136.8,1174.11,1196.53,1204.91,1205.5,,1227.64,1238.75
Cuyo,Jabón de tocador,125 g,14.21,14.25,14.78,14.89,14.99,14.97,15.07,,15.2,15.2,15.64,15.74,16.63,17.35,18.14,19.15,21.14,22.4,23.47,24.49,,25.46,26.1,26.79,28.1,29.33,30.23,30.42,32.71,35.99,36.85,39.84,40.72,,42.05,43.56,45.2,46.19,45.45,45.14,45.22,46.54,47.34,49.15,50.12,50.63,,50.67,53.1,54.11,54.7080049587732,54.98209211,56.4942139910464,58.176612054071,58.63082403,58.96,64.28,66.86,69.37,,75.69,80.14,86.69,93.96,100.59,105.48,118.55,133.93,149.57,156.82,165.47,177.97,,191.1,198.26,204.94,216.72,227.33,235.89,248.16,264.81,284.83,304.92,330.89,459.53,,674.26,740.71,762.81,780.55,804.48,794.72,824.37,850.85,874.47,899.16,898.09,912.44,,956.24,974.34
Patagonia,Pan francés,kg,38.43,38.68,38.84,39.49,39.88,40.62,40.84,,41.85,42.98,44.92,46.61,50.95,55.31,57.82,59.47,65.14,67.27,68.94,68.72,,70.83,71.58,73.09,75.61,78.78,82.38,85.22,88.02,93.29,96.75,100.59,105.31,,111.71,113.01,115.3,114.77,116.1,120.49,120.68,123.88,124.71,129.22,134.2,140.08,,141.63,146.23,152.76,158.640873962742,164.5411627,173.280405940584,177.824763413283,182.2251941,185.07,192.71,197.42,201.41,,205.46,216.45,254.49,284.93,294.71,308.09,326.17,340.77,352.94,374.07,386.91,406.21,,418.56,443.53,470.77,497.85,536.01,586.62,614.63,705.83,826.64,925.52,1051.31,1353.51,,1677.05,1823.36,2021.08,2129.43,2217.22,2385.2,2479.76,2567.58,2650.43,2718.14,2855.89,2905.5,,2957.74,3039.69
Patagonia,Harina de trigo común,kg,12.14,11.79,11.75,12.06,12.24,12.27,12.61,,13.52,13.68,13.7,14.49,16.96,21.84,24.4,26.19,28.33,31.11,33.82,34.01,,33.73,33.96,33.93,34.41,35.36,36.08,36.62,38.05,40.05,41.25,42.43,43.17,,45.35,46.65,47.4,49.92,48.68,50.32,50.85,51.96,52.95,53.5,55.6,55.92,,56.15,57.25,57.9,59.89929524691,59.48586306,60.6249361920166,63.9873767491421,65.97796047,67.66,68.44,67.84,68.38,,72.61,75.66,85.6,95.66,104.59,108.91,116.21,130.48,138.73,150.7,162.74,169.72,,182.28,193.97,202.6,214.81,220.43,228.18,241.76,258.13,297.3,319.46,373.08,522.72,,797.35,870.68,974.56,1004.54,1003.42,1025.27,1031.78,1050.15,1042.68,1048.11,1016.36,1039.34,,1022.74,1064.67
Patagonia,Arroz blanco simple,kg,25.82,26.33,26.49,26.52,27.16,27.01,27.55,,27.88,28.81,28.88,30.21,30.57,31.8,33.02,33.8,36.98,41.55,44.11,45.15,,46.4,47.36,49.17,51.81,53.94,54.22,54.95,55.88,57.83,58.72,63.73,66.16,,70.15,72.04,75,74.39,78.29,79.9,79.57,82.2,84.15,84.87,90.42,92.8,,98.51,104.1,109.14,123.766935154963,123.8864364,127.311841227911,125.939619211337,133.5186146,138.44,142.53,141.1,144,,148.33,147.51,151.64,155.33,165.13,169.26,174.4,184.56,191.42,203.55,214.55,225.68,,241.43,256.09,286.95,322.46,363.65,420.36,510.02,586.37,739.56,871.31,1049.78,1536.59,,2708.21,3078.94,3191.26,3213.41,3261.16,3255.71,3171.5,3097.06,3127.59,3200.73,3132.99,3084.52,,2997.99,2913.24
Patagonia,Fideos secos tipo guisero,500 g,20.68,21.02,21.32,20.98,21.32,21.58,21.98,,22.81,23.33,23.23,23.43,25.36,26.66,28.34,29.84,33.26,36.34,39.31,40.48,,41.69,42.55,42.92,46.08,46.84,48.37,49.66,49.72,50.4,53.81,56.17,56.91,,59.26,60.91,61.78,61.42,63.8,61.86,63.18,66.56,65.73,67.95,68.65,68.74,,68.99,70.92,73.11,74.9684138169155,76.06951179,79.0102541731339,79.829804178293,82.1057792,83.42,84.92,86.4,88.83,,91.85,92.8,101.72,113.28,121.78,131.34,143.72,159.58,169.84,184.56,201.77,213.9,,226.17,236.23,249.73,271.99,296.46,314.99,355.24,387.25,446.41,556.21,722.84,1005.29,,1212.87,1311.59,1433.28,1481.02,1508.34,1503.18,1493.33,1516.49,1531.61,1530,1545.91,1570.35,,1580.31,1588.32
Patagonia,Carne picada común,kg,91.12,91.64,92.76,94.13,96.01,96.79,95.81,,98.77,98.02,101.22,103.94,102.61,108.97,115.75,123.05,131.11,141.82,141.8,143.07,,151.18,165.15,185.96,189.76,197.06,204.73,204.21,213.67,221.87,220.45,229.97,238.45,,252.95,274.23,///,282.55,275.3,276.3,300.76,320.63,322.1,331.91,354.2,380.52,,393.62,410.34,438.28,469.464487933306,484.4109324,495.293929983928,508.301165793692,529.2329936,544.36,540.21,559.7,596.17,,619.89,667.37,757.98,834,842.39,871.35,950.28,997.6,1038.87,1103.11,1063.94,1067.21,,1132.74,1297.92,1465.21,1563.88,1638.25,1632.55,1713.09,2013.59,2731.33,2780.39,3143.46,4323.82,,5203.32,5351.1,5797.99,5563.47,5469.69,5342.3,5538.81,5732.88,6018.02,6106.38,6429.1,7025.58,,8129.91,9003.33
Patagonia,Pollo entero,kg,42.98,43.04,43.33,44.73,44.73,45.03,45.74,,46.42,49.05,52.38,53.61,53.66,53.71,54.53,57.35,66.22,69.5,71.78,72.83,,75.17,77.74,92.65,101.49,100.27,97.65,94.72,97.95,102.7,106.25,111.18,112.99,,120.01,119.55,124.97,122.75,124.22,121.29,124.28,126.75,129.91,132.62,135.46,147.66,,162.76,174.56,179.46,183.88955024969,187.0672325,188.769299594199,200.477712072501,205.7458322,215.52,227.76,233.58,241.97,,247.08,257.68,287.48,319.69,349.34,368.47,389.46,406.06,426.59,454.5,462.95,466.41,,495.1,521.54,597.99,782.18,790.18,780.44,789.27,895.54,1069.93,1150.23,1317.75,1678.07,,2092.71,2214.3,2558.56,2713.77,2832.99,2849.71,2897.43,3033.73,3155.61,3186.91,3251.13,3373.6,,3393.21,3435.05
Patagonia,Aceite de girasol,"1,5 litros",50.31,50.25,51.17,51.64,53.71,53.25,53.3,,53.37,53.93,55.15,57.1,61.83,65.53,72.28,75.4,84.95,93.29,97.91,97.77,,97.96,98.38,99.62,104.53,108.88,111.52,115.96,116.82,119.7,127.76,130.87,133.15,,145.28,150.64,154.28,154.47,156.18,157.11,161,168.95,165.54,175.3,182.96,188.92,,201.44,215.85,247.26,267.61214626153,278.4077799,275.272494264839,286.960418762237,290.8408789,309.25,305.18,302.44,319.92,,317.88,317.45,340.36,369.17,404.18,449.03,490.97,534.99,560.39,655.46,693.95,720.8,,743.95,785.57,814,890.99,912.84,924.12,920.41,989.23,1096.53,1117.79,1168.36,1750,,2831.23,2979.33,3183.86,3174,3128.21,3161.48,3175.8,3192.58,3347.51,3488.15,3632.9,3888.45,,4094.7,4255.24
Patagonia,Leche fresca entera sachet,Litro,23.82,24.36,24.53,25.08,25.03,25.39,25.87,,25.79,25.89,26.09,26.82,26.52,26.63,27.11,28.47,30.58,33.28,35.68,37.75,,40.86,41.58,45.91,49.61,51.8,52.6,54.21,56.12,54.93,55.77,59.57,60.99,,62.83,62.14,///,62.33,62.06,62.29,63.11,64.35,64.43,64.63,65.53,67.32,,67.8,72.78,79.28,87.7543126497088,90.73064115,95.6157366756991,100.737602146654,102.7488154,107.05,110.16,105.96,106.66,,110.01,115.71,129.95,143.75,151.61,156.46,162.31,176.29,192.73,223.98,234.35,242.06,,253.46,264,284.11,306.87,331.75,351.89,381.25,401.63,433.95,458.33,532.62,706.63,,946.38,1137.33,1328.89,1405.65,1490.65,1535.68,1495.9,1531.55,1561.84,1603.91,1610.1,1680.69,,1707.24,1705.3
Patagonia,Huevos de gallina,Docena,43.34,43.78,44.34,43.75,43.7,44.51,44.52,,45.02,45.73,50.24,56.18,60.1,62.51,64.93,66.18,70.59,73.34,73.83,74.96,,74.28,76.72,81.56,84.71,87.36,88.74,88.7,89.6,89.96,90.31,92.27,97.86,,105.86,110.35,///,125.06,128.18,134.95,140.8,144.13,142.13,145.45,146.92,148.85,,149.08,148.65,150.95,155.815618395432,162.2543603,162.372450993931,165.181916193971,169.8286804,173.13,175.68,177.2,179.19,,184.14,202.9,243.46,266.79,282.06,299.94,326.95,374.23,394.15,414.06,436.48,450.1,,461.14,497.99,597.3,745.09,881.59,943.79,999.45,1183.15,1415.64,1501.12,1608.63,1807.83,,2090.73,2289.14,2664.36,2916.08,2971.97,3016.35,3000.47,3094.62,3256.24,3355.56,3474.81,3504.25,,3588.5,3697.51
Patagonia,Papa,kg,19.44,18.95,19.55,19.71,20.55,22.3,22.54,,21.91,22.34,21.71,21.38,21.29,21.57,20.78,21.07,21.69,26.63,35.82,32.26,,30.34,29.06,30.07,29.5,30.26,31.1,32.01,34.81,37.21,37.42,38.48,38.71,,39.66,43.86,47.27,48.34,47.08,46.52,47.73,47.99,50.66,62.96,70.43,75.33,,75.15,75.1,75.52,74.6311008557241,72.91538974,71.2431495612039,71.2586603222196,70.52171707,71.14,74.29,76.92,77.51,,79.97,90.33,95.49,94.06,96.84,108.6,120.85,145.63,173.89,239.68,258.58,263.51,,310,331.68,331.93,336.76,339.01,397.92,497.57,638.07,774.28,773.91,791.68,858.88,,983.43,999.78,1037.45,1028.05,1022.68,1079.65,1207.14,1604.01,1826.18,1864.11,1865.48,1621.49,,1242.5,1214.44
Patagonia,Azúcar,kg,21.34,21.38,21.52,21.72,22.24,22.95,23.66,,24.61,25.22,25.79,26.31,27.14,27.79,27.7,28.05,29.17,30.47,30.71,31.07,,32.28,32.43,35.05,37.03,39.02,40.92,42.54,43.13,44.63,45.33,45.89,47.91,,55.51,60.16,62.52,64.92,66.56,66.58,66.89,68.67,68.74,68.88,70.17,69.53,,70.99,73.27,74.93,77.0906232253439,79.13055961,80.5271796975691,81.9950339490659,84.84822582,87.23,89.06,90.66,93.54,,95.63,99.98,116.85,127.28,136.99,150.15,169.69,202.17,235.82,259.97,275.22,285.23,,289.51,307.93,331.43,354.25,412.35,574.81,714.13,811.35,950.41,1074.06,1179.19,1364.79,,1533.07,1529.32,1541.32,1507.44,1387.43,1377.16,1344.02,1329.71,1317.22,1302.3,1304.08,1321.85,,1356.38,1374.58
Patagonia,Detergente líquido,750 cc,34.48,34.91,35.98,34.89,35.51,35.75,37.13,,36.25,36.94,37.33,37.69,38.74,40.51,42.6,45.41,51.14,55.18,61.89,62.28,,65.92,69.74,71.98,75.2,75.82,80.26,85,87.47,94.14,99,102.68,106.76,,112.48,113.32,///,112.19,112.81,115.53,114.35,115.75,119.34,118.7,121.02,124.82,,136.63,143.28,148.85,148.108616430454,137.4767862,148.940802315955,157.591556234285,165.7507599,172.43,178.22,189.42,198.83,,207.76,218.87,229.15,244.97,266,278.55,296.29,320.41,336.99,362.03,399.5,411.6,,448.72,446.56,469.63,499.76,533.14,548.97,694.67,706.92,817.01,847.78,927.63,1185.65,,1602.68,1822.87,2000.47,2316.4,2306.87,2274.62,2485.98,2544.68,2755.76,2852.21,2828.1,2909.61,,2956.69,3018.22
Patagonia,Lavandina,1.000 cc,16.2,16.21,16.57,17.14,17.65,17.44,18.29,,18.23,18.99,19.41,20.04,19.83,21.03,22.04,22.96,25.74,27.32,27.81,29.66,,31.62,32.71,34.61,35.76,37.03,38.7,39.86,40.05,43.86,45.68,46.98,48.34,,50.46,50.56,///,49.7,49.46,50.79,51.03,52.63,51.25,52.37,52.46,54.13,,54.46,55.73,57.39,57.4447571588914,57.40640897,58.0538039300988,61.1886428599557,65.08877815,66.66,67.2,68.74,70.48,,73.61,77.45,79.54,85.73,89.69,95.3,101.44,120.52,138.8,152.04,157.97,164.79,,173.8,180.91,187.55,200.24,213.94,227.34,255.06,276.4,319.95,346.67,376.15,551.2,,840.67,912.36,991.71,1043.67,1106.52,1088.59,1162.98,1206.88,1216.43,1229.42,1228.51,1241.93,,1262.17,1254.01
Patagonia,Jabón de tocador,125 g,15.09,15.3,15.6,15.58,15.68,15.58,15.74,,15.89,16.19,16.51,16.79,16.91,18.25,19,20.01,21.86,23.66,24.75,24.98,,26.86,28.41,29.05,30.01,31.41,31.97,32.8,34.76,37.11,39.02,42.42,44.58,,46.27,47.18,///,46.59,48.8,48.4,49,49.96,50.5,50.96,52.58,52.88,,54.18,54.11,54.29,54.5110062698816,56.11086248,58.0556798985019,60.3660441552043,61.94398303,63.97,64.91,67.5,70.33,,73.82,79.87,87.15,90.81,97.02,103.8,115.81,129.03,142.68,156.12,165.94,176.19,,190.05,200.22,205.2,218.15,229.81,241.43,255.59,278.89,304.66,320.42,347.99,475.26,,714.94,817.54,844.65,880.49,913.33,909.57,904.17,915.87,957.23,998.82,1011.4,1036.91,,1065.58,1114.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nota: se presentan precios promedio para un conjunto de bienes de la canasta, a los efectos de brindar transparencia al proceso de construcción del IPC. De esta manera, se facilita a los usuarios hacer un seguimiento de la evolución de precios a través del tiempo. Sin embargo, la comparación de precios a través de las regiones puede no ser válida, ya que no se trata de bienes con especificaciones armonizadas a nivel regional.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fuente: INDEC, Dirección Nacional de Estadísticas de Precios, Dirección de Índices de Precios de Consumo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
